team1Name,team2Name,week,day,start,end,season,league,location
Team 1,Team 2,12,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 3,Team 4,12,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 5,Team 6,12,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 7,Team 8,12,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 9,Team 10,12,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 11,Team 12,12,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 13,Team 14,12,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 15,Team 16,12,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 3,13,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 5,Team 2,13,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 7,Team 4,13,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 9,Team 6,13,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 11,Team 8,13,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 13,Team 10,13,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 15,Team 12,13,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 16,Team 14,13,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 5,14,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 7,Team 3,14,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 9,Team 2,14,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 11,Team 4,14,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 13,Team 6,14,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 15,Team 8,14,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 16,Team 10,14,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 14,Team 12,14,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 7,15,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 9,Team 5,15,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 11,Team 3,15,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 13,Team 2,15,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 15,Team 4,15,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 16,Team 6,15,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 14,Team 8,15,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 12,Team 10,15,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 9,16,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 11,Team 7,16,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 13,Team 5,16,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 15,Team 3,16,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 16,Team 2,16,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 14,Team 4,16,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 12,Team 6,16,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 10,Team 8,16,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 11,17,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 13,Team 9,17,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 15,Team 7,17,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 16,Team 5,17,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 14,Team 3,17,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 12,Team 2,17,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 10,Team 4,17,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 8,Team 6,17,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 13,18,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 15,Team 11,18,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 16,Team 9,18,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 14,Team 7,18,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 12,Team 5,18,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 10,Team 3,18,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 8,Team 2,18,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 6,Team 4,18,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 15,19,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 16,Team 13,19,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 14,Team 11,19,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 12,Team 9,19,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 10,Team 7,19,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 8,Team 5,19,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 6,Team 3,19,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 2,19,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 16,20,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 14,Team 15,20,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 12,Team 13,20,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 10,Team 11,20,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 8,Team 9,20,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 6,Team 7,20,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 4,Team 5,20,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 2,Team 3,20,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 14,21,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 12,Team 16,21,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 10,Team 15,21,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 8,Team 13,21,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 6,Team 11,21,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 4,Team 9,21,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 2,Team 7,21,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 3,Team 5,21,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 12,22,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 10,Team 14,22,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 8,Team 16,22,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 6,Team 15,22,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 4,Team 13,22,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 2,Team 11,22,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 3,Team 9,22,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 5,Team 7,22,1,19.0,21.0,2024,League 1,Venue 1 Field #4
Team 1,Team 10,23,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 8,Team 12,23,1,19.0,21.0,2024,League 1,Venue 1 Field #1
Team 6,Team 14,23,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 4,Team 16,23,1,19.0,21.0,2024,League 1,Venue 1 Field #2
Team 2,Team 15,23,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 3,Team 13,23,1,19.0,21.0,2024,League 1,Venue 1 Field #3
Team 5,Team 11,23,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 7,Team 9,23,1,19.0,21.0,2024,League 1,Venue 1 Field #4
